都市,日付,平均気温,最高気温,最低気温,降水量,日照時間,降雪量,平均風速,昼の天気,夜の天気
東京,2012/06/19,23.9,27.2,22.6,72.5,0,0,4.2,曇,雨
東京,2012/06/20,26.9,30.2,22.4,0,4.9,0,6.5,曇,曇
東京,2012/06/21,23.7,26.5,21.5,0,0.2,0,2.9,雨,曇
東京,2012/06/22,21.1,23.1,18.2,48,0.1,0,2.2,雨,曇
東京,2012/06/23,22.2,24.9,20.6,0,1.8,0,2.5,曇,曇
東京,2012/06/24,22.6,26.1,19.6,0,3.9,0,2.8,曇,曇
東京,2012/06/25,18.4,20,17.1,0,0.4,0,3.2,曇,曇
東京,2012/06/26,19.5,23.6,15.8,0,12.9,0,2.9,晴,曇
東京,2012/06/27,20.6,25.1,15.9,0,11.2,0,2.5,曇,曇
東京,2012/06/28,22.5,25.3,19.4,0,3.2,0,2.4,曇,曇
東京,2012/06/29,23.4,27.2,20.9,0,5.6,0,2.6,曇,晴
東京,2012/06/30,23.3,27.5,20.4,0,8,0,2.4,晴,曇
東京,2012/07/01,21.9,24.7,19.7,7.5,0.6,0,1.6,雨,雨
東京,2012/07/02,22.8,27,19.3,8,3.9,0,2.5,曇,曇
東京,2012/07/03,23.5,27.7,21.7,9,1.3,0,2.2,曇,雨
東京,2012/07/04,24.8,29,21.1,3,9.9,0,3.1,晴,曇
東京,2012/07/05,26.7,29.4,24.2,0,1.6,0,2,曇,曇
東京,2012/07/06,25.3,28.8,22.8,8,0.3,0,2.2,曇,雨
東京,2012/07/07,23,25.1,20.8,23,0,0,2.4,雨,雨
東京,2012/07/08,22.6,26.6,19.9,6,4.3,0,2.2,曇,晴
東京,2012/07/09,24.9,28.9,20.4,0,12.1,0,2.6,晴,曇
東京,2012/07/10,26.5,31,23.4,0,11.7,0,2.9,晴,晴
東京,2012/07/11,27,30.9,23.5,0,11.9,0,4.6,曇,曇
東京,2012/07/12,26.7,27.4,25.6,2,0,0,6.9,雨,曇
東京,2012/07/13,27.4,31,24.7,11.5,3,0,4.4,曇,曇
東京,2012/07/14,28.6,33,24.7,41,5.5,0,4.8,曇,曇
東京,2012/07/15,29.1,32.7,26.9,0,7.8,0,6.3,曇,曇
東京,2012/07/16,29.5,33,27,0,9.4,0,6.1,曇,曇
東京,2012/07/17,29.9,34.4,27,0,10.1,0,3.4,晴,晴
東京,2012/07/18,28.5,32.1,25.7,0,7.7,0,2.6,曇,曇
東京,2012/07/19,28.2,35.1,21.9,0,8.1,0,2.9,曇,曇
東京,2012/07/20,20.5,22.2,18.2,7,0,0,2.7,曇,曇
東京,2012/07/21,19.6,21.9,17.4,4,0,0,2.2,曇,曇
東京,2012/07/22,20.8,23.3,18.8,0,0,0,1.7,曇,曇
東京,2012/07/23,25.1,29,21,0,3.6,0,1.9,曇,曇
東京,2012/07/24,27.8,31.8,23.8,0,1.5,0,1.6,曇,曇
東京,2012/07/25,29.5,33.2,25.4,0,6.8,0,2.4,曇,曇
東京,2012/07/26,30.8,35.4,26.8,0,8.9,0,2.3,晴,晴
東京,2012/07/27,30,34.2,27.1,0,9.3,0,2.7,晴,曇
東京,2012/07/28,30.1,33.3,27.5,0,9.5,0,2.8,晴,曇
東京,2012/07/29,29.5,33.1,27.3,0,9.8,0,3.6,曇,晴
東京,2012/07/30,29.6,33.3,27.3,0,12.2,0,4.5,晴,曇
東京,2012/07/31,29,33.9,26.5,0,10.5,0,3.4,晴,晴
東京,2012/08/01,29.4,33.1,27.1,0,5.9,0,3.3,曇,晴
東京,2012/08/02,30.2,34.7,27.2,0,9.6,0,3.2,晴,晴
東京,2012/08/03,29.8,34,27.3,0,8.1,0,2.8,晴,晴
東京,2012/08/04,28.6,31.8,26.1,0,2.6,0,2.7,曇,晴
東京,2012/08/05,29.8,34.2,26.6,0,10.3,0,3.3,晴,曇
東京,2012/08/06,27.4,29.4,25.3,15.5,1.6,0,2,曇,曇
東京,2012/08/07,28.7,32.4,25.5,0,7.6,0,3,晴,曇
東京,2012/08/08,25.8,29.6,23.4,0,6.6,0,3.2,晴,曇
東京,2012/08/09,25.9,30.2,22.9,0,7.9,0,2.7,晴,晴
東京,2012/08/10,27.1,31.2,23.8,0,5.9,0,3.3,曇,曇
東京,2012/08/11,28.8,31.6,27.2,0,2.2,0,3.3,曇,曇
東京,2012/08/12,27.6,30.9,25.2,0.5,4.2,0,3,曇,晴
東京,2012/08/13,29.8,34.5,26.3,0,9.4,0,5.2,晴,曇
東京,2012/08/14,28.6,30.6,26.4,1,2.2,0,3.4,曇,晴
東京,2012/08/15,29.1,33.4,25.9,0,3.1,0,3.7,曇,曇
東京,2012/08/16,30.1,34.5,27.5,0,7,0,3.5,曇,晴
東京,2012/08/17,30.5,35.7,27.5,0,8.3,0,2.5,晴,曇
東京,2012/08/18,28,30.8,25.5,8,2.3,0,2,曇,曇
東京,2012/08/19,29,33.1,26.4,0,11.5,0,3.9,晴,晴
東京,2012/08/20,29.1,33,25,0,9.4,0,2.5,晴,晴
東京,2012/08/21,29.7,34,26.5,0,11.8,0,3.7,晴,晴
東京,2012/08/22,29.6,33.5,27,0,11,0,4.5,晴,晴
東京,2012/08/23,30.1,34.2,26.8,0,11.7,0,3.3,晴,晴
東京,2012/08/24,30,35.2,27,0,10.6,0,3,晴,晴
東京,2012/08/25,29.9,34.4,27,0,9.3,0,2.9,晴,晴
東京,2012/08/26,30.1,34.8,26.8,0,10.2,0,2.8,晴,晴
東京,2012/08/27,30,35,27,0,10.9,0,3.5,晴,晴
東京,2012/08/28,29.6,33.8,27.3,0,9.6,0,4,曇,曇
東京,2012/08/29,29.1,32.5,26.7,0,7.4,0,3.4,曇,曇
東京,2012/08/30,30.2,35.6,26.9,0,9.9,0,2.7,晴,晴
東京,2012/08/31,29.6,33.8,27.6,0,7.9,0,3.7,晴,晴
東京,2012/09/01,27.9,31.4,24.3,22.5,4.3,0,2.9,曇,曇
東京,2012/09/02,25.8,28.6,23.7,17.5,2.3,0,2.3,曇,曇
東京,2012/09/03,26.9,30.6,24.2,0.5,2.8,0,2.6,曇,曇
東京,2012/09/04,27.3,31.4,24.1,4.5,4.6,0,2.2,曇,曇
東京,2012/09/05,28.6,33.2,24.6,0,8.1,0,2.2,曇,曇
東京,2012/09/06,27.3,32.9,23.7,2,3.5,0,2.3,曇,曇
東京,2012/09/07,27.6,31.4,23.8,0,6.4,0,2.1,晴,曇
東京,2012/09/08,28.1,32.5,25.8,0,6,0,2.8,晴,晴
東京,2012/09/09,28.8,32.8,26.2,0,10.2,0,3.6,晴,晴
東京,2012/09/10,28.9,33.1,26.3,0,9.7,0,3.5,晴,晴
東京,2012/09/11,28.7,33.5,25.6,0,9.9,0,2.7,晴,曇
東京,2012/09/12,28.1,32.9,24.4,0,9.4,0,2.6,晴,晴
東京,2012/09/13,28.8,33.8,25.3,0,11.4,0,2.7,晴,曇
東京,2012/09/14,28.8,32.1,26.4,0,9.2,0,3.8,晴,晴
東京,2012/09/15,28.3,32.3,26.2,0,8.5,0,3.1,晴,晴
東京,2012/09/16,28.3,31.7,26.1,3.5,4.6,0,2.6,曇,曇
東京,2012/09/17,27.9,30.7,25.1,8.5,4.8,0,4.6,晴,曇
東京,2012/09/18,28,31.8,24.8,5.5,4.6,0,4.6,曇,曇
東京,2012/09/19,26.7,29.1,23.6,36,0.4,0,3.9,曇,曇
東京,2012/09/20,27.6,31,24.8,0,9.5,0,2.6,晴,晴
東京,2012/09/21,24.7,26.9,23.1,16,2,0,2.4,曇,曇
東京,2012/09/22,22.3,25.2,20,10.5,1.3,0,2.5,曇,雨
東京,2012/09/23,20.3,22.5,18.5,45.5,0,0,2.7,雨,曇
東京,2012/09/24,23.2,28.1,19,21.5,7.5,0,2.2,晴,雨
東京,2012/09/25,20.4,22.4,18,7.5,0,0,2.6,曇,曇
東京,2012/09/26,21.8,25.5,18.7,0,7,0,2.8,曇,曇
東京,2012/09/27,21.2,24.8,18.4,0,4.1,0,3.9,曇,曇
東京,2012/09/28,22.3,25.1,19.6,0,0.1,0,3.9,曇,晴
東京,2012/09/29,24.9,28.1,21.8,0,6,0,2.6,晴,曇
東京,2012/09/30,25.7,29.5,22.3,13,6.2,0,5.2,曇,雨
東京,2012/10/01,26.9,31,24.7,0,11.1,0,4.8,晴,晴
東京,2012/10/02,23.7,26.5,21.8,0,1.7,0,3.1,晴,曇
東京,2012/10/03,20.7,22.7,18.4,13,0,0,2.7,雨,曇
東京,2012/10/04,22.5,27.3,18.3,30,6.1,0,3.5,晴,曇
東京,2012/10/05,23.8,28.1,20.1,0,7.4,0,1.9,晴,曇
東京,2012/10/06,24,27.9,20.7,8,4.2,0,2,曇,雨
東京,2012/10/07,19.1,20.9,17.1,13.5,2.1,0,2.3,雨,晴
東京,2012/10/08,19.8,23.1,17.7,0,6,0,2.8,晴,曇
東京,2012/10/09,19.1,22.6,16.6,0,2.5,0,3.1,曇,曇
東京,2012/10/10,19.2,23,15.6,0.5,4,0,2.7,晴,曇
東京,2012/10/11,20.8,25,17.6,0,4.8,0,2.6,晴,曇
東京,2012/10/12,20.9,24.7,16.9,0,6.1,0,3,晴,曇
東京,2012/10/13,20.7,24.6,17.3,0,9.4,0,3.4,曇,曇
東京,2012/10/14,17.9,19.5,16.2,0,0.2,0,2,曇,曇
東京,2012/10/15,21,25.7,16.9,0,6.8,0,2.6,晴,晴
東京,2012/10/16,19.1,22.5,15.9,0,9.6,0,2.5,晴,晴
東京,2012/10/17,17.7,23.4,14.7,19.5,2.8,0,2.3,曇,雨
東京,2012/10/18,17.8,20.6,13.9,21.5,0,0,2.4,雨,雨
東京,2012/10/19,16.3,20.1,12.5,13.5,8.2,0,2.7,晴,曇
東京,2012/10/20,18.1,21.5,13.9,0,7.2,0,2.5,晴,晴
東京,2012/10/21,19.1,25.5,13.6,0,9.9,0,2,晴,晴
東京,2012/10/22,19.8,23.3,15.4,0,5.5,0,2.9,晴,晴
東京,2012/10/23,20.5,25.2,15.1,6,1.2,0,5,曇,晴
東京,2012/10/24,17.2,20.8,14.1,0,9.7,0,4.3,晴,曇
東京,2012/10/25,16.6,19.3,14.1,0,0.8,0,2.2,曇,曇
東京,2012/10/26,18.3,22.5,13.4,0,9,0,2.6,晴,曇
東京,2012/10/27,18,20.8,15.9,0,5.1,0,2.9,晴,曇
東京,2012/10/28,15.4,16.4,14.4,20.5,0.5,0,2.3,曇,雨
東京,2012/10/29,17.7,22.7,14.4,8.5,9.2,0,3.7,晴,晴
東京,2012/10/30,15.5,17.9,11.8,0,1.5,0,1.9,曇,晴
東京,2012/10/31,14.9,18.7,12,0,4,0,1.9,晴,晴
東京,2012/11/01,15.3,21.5,10.6,0,9.4,0,2.7,晴,晴
東京,2012/11/02,14.9,19.1,12.4,0,9,0,3.9,晴,曇
東京,2012/11/03,14,18,11.6,0,4.2,0,3.2,曇,晴
東京,2012/11/04,14.9,19.2,11.6,0,9.6,0,2.8,晴,曇
東京,2012/11/05,13.5,16,10.7,0,0.1,0,2.1,曇,雨
東京,2012/11/06,14,16.1,12.6,41,0,0,2,雨,曇
東京,2012/11/07,16.5,20.3,12.9,0,7.9,0,1.9,晴,晴
東京,2012/11/08,15.6,20.5,10.4,0,7.1,0,2.2,晴,曇
東京,2012/11/09,16.5,20.6,14.4,0,3.5,0,3.5,曇,曇
東京,2012/11/10,15.7,20.1,12.9,0,9.7,0,3.5,晴,晴
東京,2012/11/11,13.2,15.1,11.5,14,0.2,0,1.9,曇,雨
東京,2012/11/12,15.3,19,12.1,3,2.9,0,2.3,雨,晴
東京,2012/11/13,14.9,18,12.3,0,3.5,0,2.1,晴,晴
東京,2012/11/14,13.6,19.2,10.1,0,8.4,0,3.3,晴,晴
東京,2012/11/15,11.7,16.3,8,0,8.6,0,3.5,曇,晴
東京,2012/11/16,13.3,17.2,9.1,0,9.6,0,3,晴,晴
東京,2012/11/17,13.7,17.2,10.1,60.5,0,0,3.6,曇,雨
東京,2012/11/18,12.7,17.1,9.8,0,9.5,0,4.4,晴,曇
東京,2012/11/19,8.6,9.9,6.6,0,0.4,0,2.3,曇,晴
東京,2012/11/20,11.8,17.9,5.7,0,9.2,0,2.5,晴,曇
東京,2012/11/21,11.4,15,8.9,0,9.2,0,3.5,晴,曇
東京,2012/11/22,10.9,14.3,7.9,0,3,0,1.7,曇,曇
東京,2012/11/23,10.3,13.3,7.9,5,0,0,1.9,雨,曇
東京,2012/11/24,10.5,12.8,8.3,0.5,3.9,0,2.3,曇,晴
東京,2012/11/25,9.4,12.4,6.1,0,8.8,0,2.2,晴,曇
東京,2012/11/26,8.8,13.2,6.6,26,0,0,2.1,雨,曇
東京,2012/11/27,11,13.7,7.2,0,9.1,0,4,晴,晴
東京,2012/11/28,7.2,8.5,5.7,0.5,0.3,0,1.8,曇,晴
東京,2012/11/29,10.1,16,4.4,3.5,5.9,0,1.7,曇,曇
東京,2012/11/30,10.5,12.4,9.4,0,0.3,0,2.4,曇,曇
東京,2012/12/01,7.3,10.4,5.1,0,2.5,0,2.5,曇,晴
東京,2012/12/02,5.6,8.6,3.3,2.5,4.4,0,2.6,晴,雨
東京,2012/12/03,6.7,9.2,3.4,1,0,0,3.6,曇,曇
東京,2012/12/04,9.9,13.5,7.8,1.5,0.3,0,2.5,曇,晴
東京,2012/12/05,9.8,13.7,4.7,0,7.6,0,2.4,晴,曇
東京,2012/12/06,11.9,18.4,7.6,0,8.6,0,4.6,晴,晴
東京,2012/12/07,8.4,12.8,5.6,0,8.5,0,2.6,晴,晴
東京,2012/12/08,9.3,17,4.2,0,8.8,0,3.6,晴,晴
東京,2012/12/09,6.6,10.8,2.8,0,8.5,0,4.2,晴,晴
東京,2012/12/10,5.4,10.4,1.2,0,8.2,0,2.7,晴,晴
東京,2012/12/11,6.7,12,1.5,0,8.7,0,1.6,晴,晴
東京,2012/12/12,7.2,11.2,4,0,8.2,0,2.3,晴,晴
東京,2012/12/13,7.1,11.9,2.7,0,9,0,3.4,晴,晴
東京,2012/12/14,7.3,12,2.7,0,7.4,0,1.8,曇,曇
東京,2012/12/15,7.2,9.1,5.5,2,0,0,1.5,曇,曇
東京,2012/12/16,12,18.2,5.8,0.5,8.9,0,3.4,晴,晴
東京,2012/12/17,7.9,9.5,6.2,1.5,0,0,2.9,曇,曇
東京,2012/12/18,10.4,15.6,7.2,0,5.4,0,2.7,曇,曇
東京,2012/12/19,6.1,9,4,0,6.4,0,4.9,晴,晴
東京,2012/12/20,6.6,10.3,3,0,7.7,0,2.7,晴,晴
東京,2012/12/21,6.8,9.8,2.3,0,3.9,0,2,曇,曇
東京,2012/12/22,6.8,11.4,3.3,16.5,1.2,0,2.7,雨,晴
東京,2012/12/23,7.1,10,4.3,0,0.6,0,3.2,曇,晴
東京,2012/12/24,5.1,8.3,3.2,0,8.6,0,3,晴,晴
東京,2012/12/25,4.5,9.7,0.1,0,9,0,1.5,晴,晴
東京,2012/12/26,4.4,7.5,1.3,0,8.9,0,4.2,晴,晴
東京,2012/12/27,3.9,7.4,0.8,0,8.8,0,2.8,晴,晴
東京,2012/12/28,4.2,7.4,0.5,2.5,0,0,1.8,曇,雨
東京,2012/12/29,7.5,11.5,3.6,1,6.3,0,2.9,晴,曇
東京,2012/12/30,7.2,8.7,6,40,0,0,2.1,雨,曇
東京,2012/12/31,8.8,11.3,4.6,0,0.5,0,2.8,曇,晴
東京,2013/01/01,6.5,9.6,3,0,8.9,0,2.4,晴,晴
東京,2013/01/02,10,14.4,4.2,0,8.8,0,4.5,晴,晴
東京,2013/01/03,5.6,9.9,1.8,0,6.1,0,3.6,曇,晴
東京,2013/01/04,3.2,6.9,1,0,9,0,4.6,晴,晴
東京,2013/01/05,2.8,4.8,0.2,0,0.9,0,2.2,曇,曇
東京,2013/01/06,4.7,10.3,-1.4,0,5.3,0,2,曇,曇
東京,2013/01/07,5.5,8.9,2.1,0,4.4,0,1.9,晴,晴
東京,2013/01/08,6.6,11.4,2.6,0,7.6,0,2.3,晴,晴
東京,2013/01/09,6.7,9.4,4.4,0,6,0,2,晴,曇
東京,2013/01/10,5.5,9.1,2.9,0,7.3,0,2.4,晴,晴
東京,2013/01/11,5.1,8.9,2.6,0,9,0,3.1,晴,晴
東京,2013/01/12,4.6,8.8,1.2,0,6.2,0,2,晴,晴
東京,2013/01/13,7.6,13.5,1.1,0,8.4,0,1.3,晴,曇
東京,2013/01/14,3.5,10,0.7,64,0,8,4.1,雪,晴
東京,2013/01/15,4.4,7.2,0.8,0,8.1,0,3.7,晴,曇
東京,2013/01/16,3.6,6,1.8,0,2.8,0,2,曇,晴
東京,2013/01/17,4.3,8.3,-0.2,0,7.8,0,2.6,晴,曇
東京,2013/01/18,3.3,6.2,0.3,0,9.3,0,3.7,晴,晴
東京,2013/01/19,5.2,9.8,-0.3,0,9.3,0,2.4,晴,晴
東京,2013/01/20,6.1,10.4,1.8,0,9,0,4.1,晴,曇
東京,2013/01/21,6.5,9.4,2.7,0,6.8,0,2.2,曇,曇
東京,2013/01/22,6.2,9.3,3.5,3,2.6,0,2.5,雨,晴
東京,2013/01/23,6.5,9.5,3.9,0.5,4.1,0,2.6,曇,雨
東京,2013/01/24,6,9.8,2.5,2.5,4.7,0,2.5,曇,晴
東京,2013/01/25,6.8,13.4,2.8,0,6.4,0,2.9,晴,晴
東京,2013/01/26,3.8,7.4,0.9,0,7.6,0,3.6,晴,晴
東京,2013/01/27,4.8,9.4,0.8,0,9.6,0,2.9,晴,曇
東京,2013/01/28,5.4,10.5,1.4,0,8.1,0,3.8,晴,晴
東京,2013/01/29,7.1,12.4,2.1,0,9.5,0,3.1,晴,晴
東京,2013/01/30,8.1,13.6,3.9,0,9.6,0,3.5,晴,晴
東京,2013/01/31,5.8,9.6,2.1,0,9.3,0,2,晴,晴
東京,2013/02/01,7.9,12.6,2.3,0,6.4,0,2.4,晴,曇
東京,2013/02/02,15.6,20.9,12,0,4.2,0,4.1,曇,晴
東京,2013/02/03,9.9,13.2,6.7,0,9.6,0,3.8,晴,曇
東京,2013/02/04,10.1,14.8,6.3,0,5.2,0,2.7,晴,晴
東京,2013/02/05,9.5,12.4,6.1,0,5.6,0,3.9,曇,曇
東京,2013/02/06,3.4,9,1.6,16,0,0,3.4,雪,曇
東京,2013/02/07,7.1,12.7,3.2,0,6.6,0,1.8,曇,曇
東京,2013/02/08,4.7,7.1,1.9,0,4.4,0,5,曇,晴
東京,2013/02/09,4.4,8.4,1.4,0,8.9,0,3.9,曇,曇
東京,2013/02/10,5.4,10.4,1.3,0,9.8,0,2.2,晴,晴
東京,2013/02/11,5,9.3,2.2,0,9.2,0,3.4,晴,晴
東京,2013/02/12,4.1,6.9,0.9,0,0.9,0,2.6,曇,曇
東京,2013/02/13,6.7,12.3,1.1,8.5,9.9,0,4.1,晴,晴
東京,2013/02/14,7.3,9.9,5,0,2.6,0,1.8,曇,曇
東京,2013/02/15,5.4,8.3,3.5,3,0,0,2.5,曇,晴
東京,2013/02/16,3.1,6,0.4,0,10,0,6.1,晴,晴
東京,2013/02/17,4.1,8,0.3,0,7.7,0,3.4,晴,曇
東京,2013/02/18,5.2,8.9,1.8,0,0,0,2,雨,曇
東京,2013/02/19,5.5,8.9,2.7,0.5,0,0,5.2,雪,曇
東京,2013/02/20,4.4,8.9,1.6,0,7,0,4,曇,晴
東京,2013/02/21,4.5,9,0.9,0,7.2,0,3.1,晴,晴
東京,2013/02/22,5.5,8.7,1.3,0,8.2,0,2.7,曇,晴
東京,2013/02/23,6.2,10.1,3.2,0,9.3,0,3.2,晴,晴
東京,2013/02/24,3.6,8.1,0.1,0,10.6,0,4.5,晴,晴
東京,2013/02/25,3,8.5,-0.5,0,10.7,0,3.7,晴,晴
東京,2013/02/26,5.5,9,1.3,0,10.2,0,3,晴,曇
東京,2013/02/27,5.5,9.1,2.6,2,0.3,0,2.1,雨,晴
東京,2013/02/28,9.9,15.7,4.1,0,9.2,0,2.5,曇,晴
東京,2013/03/01,13.6,17.6,7.9,16.5,1.3,0,4.3,曇,曇
東京,2013/03/02,8.7,12,4.8,0,9.5,0,6.2,晴,晴
東京,2013/03/03,6.8,9.7,3.7,0,4.3,0,3.5,曇,曇
東京,2013/03/04,6.4,9.4,4.2,0.5,2,0,2.8,曇,雨
東京,2013/03/05,8.4,13.7,3.2,0,10.8,0,2.7,晴,晴
東京,2013/03/06,11,16.4,4.5,0,10.2,0,1.9,晴,晴
東京,2013/03/07,13.5,18.7,7.1,0,6.5,0,3.2,曇,曇
東京,2013/03/08,17.7,23.2,10.8,0,8.3,0,3.1,晴,晴
東京,2013/03/09,16.7,22.3,11.6,0,10.6,0,2.8,晴,晴
東京,2013/03/10,13.6,25.3,5.7,0,5.4,0,5,曇,晴
東京,2013/03/11,7.9,12.4,3.8,0,11.3,0,4.4,晴,晴
東京,2013/03/12,10.7,15.7,4,0,11,0,3.2,晴,晴
東京,2013/03/13,17.2,21.2,13.1,4.5,9.1,0,7.5,曇,雨
東京,2013/03/14,8.3,14.3,5.9,7.5,2.3,0,3.8,曇,曇
東京,2013/03/15,9.2,13.8,4.6,0,10.3,0,2.7,晴,晴
東京,2013/03/16,12.5,17.8,7.1,0,10.5,0,2.7,晴,晴
東京,2013/03/17,12.9,16.5,8.5,0,10.1,0,4.3,晴,曇
東京,2013/03/18,18.3,20.7,14.5,0.5,3.1,0,7.4,曇,曇
東京,2013/03/19,19.7,25,15.5,1.5,10.5,0,3.3,晴,曇
東京,2013/03/20,17.4,20.8,15.1,1.5,4.7,0,3.4,曇,晴
東京,2013/03/21,11.7,16.2,7.7,0,11.3,0,4.5,晴,晴
東京,2013/03/22,13.2,18.6,7.2,0,7.8,0,2.9,晴,曇
東京,2013/03/23,13.7,17.7,11.4,0,6.2,0,3,曇,曇
東京,2013/03/24,11,13.3,9.2,0,0.8,0,2.3,曇,曇
東京,2013/03/25,9.8,11.2,6.7,5,0,0,2.9,雨,雨
東京,2013/03/26,9.4,13.2,5.5,0,5.4,0,3.8,曇,曇
東京,2013/03/27,8.3,10.1,6.4,5,0,0,2.6,雨,曇
東京,2013/03/28,15,20.5,9.6,0,5.9,0,1.9,曇,曇
東京,2013/03/29,16,20.5,12.3,0,0.9,0,2.6,曇,曇
東京,2013/03/30,9,12.6,7.6,0,0,0,3.1,曇,曇
東京,2013/03/31,7.4,8.3,6.7,2,0,0,2.2,雨,雨
東京,2013/04/01,11.2,15.2,6.9,0,7.9,0,2.7,曇,曇
東京,2013/04/02,10.6,12.6,8.3,53.5,0,0,2.3,雨,雨
東京,2013/04/03,13.7,16.6,11.3,60,0.3,0,5.1,雨,晴
東京,2013/04/04,17.2,21.4,10.8,0,9,0,3.2,晴,曇
東京,2013/04/05,18.1,22.5,13.5,0,8.9,0,3.1,晴,曇
東京,2013/04/06,17.4,20.7,15.3,99.5,0.4,0,3.7,曇,雨
東京,2013/04/07,17.7,23.1,11.9,9.5,9.2,0,5.4,晴,晴
東京,2013/04/08,14.7,20.2,10.5,0,11.7,0,3.9,晴,晴
東京,2013/04/09,16.9,21.7,10.7,0,8.9,0,4.2,晴,晴
東京,2013/04/10,13.6,17.9,8,0,2.9,0,3.4,曇,曇
東京,2013/04/11,9.7,13.6,6,0.5,5.9,0,2.7,晴,晴
東京,2013/04/12,11.4,15.7,6.5,0,9.2,0,2.9,晴,晴
東京,2013/04/13,12.3,16.2,7.4,0,11.7,0,3.1,晴,晴
東京,2013/04/14,16.6,20.6,10,0,6.7,0,5.8,曇,曇
東京,2013/04/15,17.2,22.6,12.7,0,11,0,3.9,晴,晴
東京,2013/04/16,16.4,21.4,11.4,0,10.1,0,3.1,晴,曇
東京,2013/04/17,20.9,23.3,16.4,0,0.3,0,5.6,曇,晴
東京,2013/04/18,19.9,23.4,16.2,0,10,0,4.9,晴,晴
東京,2013/04/19,14.5,19.9,10.2,0,0.4,0,4,曇,曇
東京,2013/04/20,9.2,11.5,6,7.5,0,0,2.7,曇,雨
東京,2013/04/21,7.4,10.2,5.3,23.5,0,0,3.9,雨,曇
東京,2013/04/22,11.8,17.3,6.8,0,10.8,0,4.2,晴,曇
東京,2013/04/23,14.3,18.7,7.9,0,9,0,3,曇,曇
東京,2013/04/24,16.8,18,15.5,25.5,0,0,5.1,雨,雨
東京,2013/04/25,18,22.8,13.4,3.5,7.4,0,4.1,曇,曇
東京,2013/04/26,17.5,22.6,12.3,0,9.8,0,4.2,晴,晴
東京,2013/04/27,15.8,21.2,11.2,0,10.8,0,3.9,晴,晴
東京,2013/04/28,16.8,20.5,12.8,0,12.6,0,3.5,晴,晴
東京,2013/04/29,17.9,21.7,12.1,0,10.3,0,2.9,曇,曇
東京,2013/04/30,19.6,21.9,15.9,0,0.8,0,5.8,曇,曇
東京,2013/05/01,14.5,18.7,12,5,2.4,0,3.2,曇,雨
東京,2013/05/02,14.6,19.7,10.6,4.5,4.4,0,3.6,晴,曇
東京,2013/05/03,14.8,19.1,11.1,0,7.9,0,3.1,晴,晴
東京,2013/05/04,16.2,20.3,11.3,0,10.4,0,2.6,晴,晴
東京,2013/05/05,18.1,22.9,14.1,0,11.9,0,3.3,晴,晴
東京,2013/05/06,20.1,25.3,14.5,0,10.9,0,3.5,晴,晴
東京,2013/05/07,15.5,20.4,10.7,0,12.9,0,6.5,晴,晴
東京,2013/05/08,17.3,23.7,10.5,0,12.6,0,3.5,晴,晴
東京,2013/05/09,19.5,24.8,14.4,0,12.5,0,2.8,晴,晴
東京,2013/05/10,22.4,28.5,16.2,0,7.8,0,2.9,曇,雨
東京,2013/05/11,18.9,20.8,17.3,20,0,0,2.3,雨,雨
東京,2013/05/12,19.9,25.3,16.4,4,10.2,0,3.2,晴,晴
東京,2013/05/13,19.2,23.7,15.8,0,2.7,0,3.4,曇,晴
東京,2013/05/14,22.8,27.8,17.7,0,11.4,0,2.4,晴,晴
東京,2013/05/15,20.7,25.5,16.9,0,9.8,0,4.4,晴,晴
東京,2013/05/16,20.5,26.7,15.2,2,7.1,0,3,晴,雨
東京,2013/05/17,18,23.6,12.9,0,12.8,0,3,晴,晴
東京,2013/05/18,19.9,24.5,16.1,0,7.7,0,3.9,晴,曇
東京,2013/05/19,20.1,23.4,16.8,4.5,6.6,0,4.6,曇,雨
東京,2013/05/20,19.1,21,16.8,12,0,0,1.5,雨,雨
東京,2013/05/21,23.2,26.5,20.2,0.5,3.9,0,2.6,曇,曇
東京,2013/05/22,22.3,26.6,19,0,10.9,0,2.8,晴,晴
東京,2013/05/23,22.5,26.2,19.9,0,10.2,0,3.1,晴,晴
東京,2013/05/24,22.2,28.2,15.7,0,13,0,3.4,晴,晴
東京,2013/05/25,18.2,22.9,14.2,0,3.5,0,3.1,曇,曇
東京,2013/05/26,21.7,26.6,18.8,0,5.1,0,2.9,曇,晴
東京,2013/05/27,22.3,26.1,19.8,0,6.7,0,3.4,曇,曇
東京,2013/05/28,22.2,25.4,20.5,0,2,0,4.6,曇,曇
東京,2013/05/29,22,24.4,20.7,0,0.4,0,5,曇,曇
東京,2013/05/30,21.4,22.7,20.2,2.5,0,0,5.2,曇,曇
東京,2013/05/31,22.6,27.2,18.7,1,9.4,0,3.3,晴,曇
東京,2013/06/01,20.3,26,16.6,0,6.7,0,2.7,曇,曇
東京,2013/06/02,18.3,23.3,14.7,0,7.3,0,3.2,曇,曇
東京,2013/06/03,20,24.9,14.7,0,8.6,0,2.4,曇,晴
東京,2013/06/04,23.2,29.1,18.7,0,12.8,0,2.8,晴,晴
東京,2013/06/05,22.8,27.7,20,0,11.4,0,3.8,晴,曇
東京,2013/06/06,22.6,25.3,20.7,0,0.6,0,3,曇,曇
東京,2013/06/07,22.2,25.4,20.5,0,2.7,0,2.8,曇,曇
東京,2013/06/08,22.3,27.7,18.7,0.5,6.6,0,2.4,曇,晴
